book_name,level,lesson_number,lesson_title,article,german,word_type,persian,english,plural,verb_forms,example_de,example_fa,collocation_de,collocation_fa
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Interesse,Noun,علاقه,interest,die Interessen,,Ich habe Interesse an Musik.,من به موسیقی علاقه دارم.,Interesse an etwas haben,به چیزی علاقه داشتن
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Fremdsprache,Noun,زبان خارجی,foreign language,die Fremdsprachen,,Deutsch ist meine Fremdsprache.,آلمانی زبان خارجی من است.,eine Fremdsprache lernen,زبان خارجی یاد گرفتن
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Morgen,Noun,صبح,morning/tomorrow,die Morgen,,Ich warte bis morgen.,من تا فردا منتظر می‌مانم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Vormittag,Noun,قبل از ظهر,forenoon,die Vormittage,,Am Vormittag arbeite ich.,قبل از ظهر کار می‌کنم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Mittag,Noun,ظهر,noon,die Mittage,,Ich esse zu Mittag.,من ناهار می‌خورم.,,
Starten Wir,A1,7,"Wie, wo und wann?",,gestern,Adverb,دیروز,yesterday,,,Ich war gestern hier.,من دیروز اینجا بودم.,,
Starten Wir,A1,7,"Wie, wo und wann?",,heute,Adverb,امروز,today,,,Heute ist Montag.,امروز دوشنبه است.,,
Starten Wir,A1,7,"Wie, wo und wann?",,reisen,Verb,سفر کردن,to travel,,reiste | gereist,Ich reise ins Ausland.,من به خارج سفر می‌کنم.,ins Ausland reisen,به خارج سفر کردن
Starten Wir,A1,7,"Wie, wo und wann?",,schnell,Adjective,سریع,fast,,,Das Auto ist schnell.,ماشین سریع است.,,
Starten Wir,A1,7,"Wie, wo und wann?",,langsam,Adjective,آهسته,slow,,,Er geht langsam.,او آهسته می‌رود.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Autobahn,Noun,بزرگراه,highway,die Autobahnen,,Ich fahre auf der Autobahn.,من در بزرگراه رانندگی می‌کنم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,ICE,Noun,قطار سریع,ICE train,die ICEs,,Der ICE ist pünktlich.,قطار سریع سر وقت است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Hotel,Noun,هتل,hotel,die Hotels,,Ich übernacht im Hotel.,من در هتل اقامت می‌کنم.,im Hotel übernachten,در هتل اقامت کردن
Starten Wir,A1,7,"Wie, wo und wann?",🟢 das,Fahrrad,Noun,دوچرخه,bicycle,die Fahrräder,,Ich fahre Fahrrad.,من دوچرخه سواری می‌کنم.,Fahrrad fahren,دوچرخه‌سواری کردن
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Nachmittag,Noun,بعد از ظهر,afternoon,die Nachmittage,,Am Nachmittag lerne ich.,بعد از ظهر درس می‌خوانم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Abend,Noun,عصر,evening,die Abende,,Am Abend esse ich.,عصر غذا می‌خورم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Nacht,Noun,شب,night,die Nächte,,Die Nacht ist lang.,شب بلند است.,in der Nacht,در شب
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Lieblingsmonat,Noun,ماه مورد علاقه,favorite month,die Lieblingsmonate,,Mein Lieblingsmonat ist Juli.,ماه مورد علاقه من ژوئیه است.,der Lieblingsmonat ist,ماه مورد علاقه ... است
Starten Wir,A1,7,"Wie, wo und wann?",,kaputt,Adjective,خراب/خسته,broken/exhausted,,,Ich bin kaputt.,من خسته‌ام/خرابم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔴 die,Farm,Noun,مزرعه,farm,die Farmen,,Ich arbeite auf der Farm.,من در مزرعه کار می‌کنم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Cowboy,Noun,کابوی,cowboy,die Cowboys,,Der Cowboy reitet.,کابوی سوارکاری می‌کند.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Fahrradkurier,Noun,پیک دوچرخه,bike courier,die Fahrradkuriere,,Der Fahrradkurier ist schnell.,پیک دوچرخه سریع است.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Kurierservice,Noun,سرویس پیک,courier service,die Kurierservices,,Ich nutze den Kurierservice.,من از سرویس پیک استفاده می‌کنم.,,
Starten Wir,A1,7,"Wie, wo und wann?",🔵 der,Banker,Noun,بانکدار,banker,die Banker,,Der Banker arbeitet.,بانکدار کار می‌کند.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Verkehr,Noun,ترافیک,traffic,-,,Es gibt viel Verkehr.,ترافیک زیاد است.,viel Verkehr haben,ترافیک زیاد داشتن
Starten Wir,A1,8,Unterwegs,🔴 die,Umwelt,Noun,محیط زیست,environment,-,,Die Umwelt ist wichtig.,محیط زیست مهم است.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Stau,Noun,ترافیک سنگین,traffic jam,die Staus,,Es gibt Stau.,ترافیک سنگین وجود دارد.,im Stau stehen,در ترافیک ماندن
Starten Wir,A1,8,Unterwegs,🟢 das,Carsharing,Noun,اشتراک خودرو,car sharing,-,,Carsharing ist praktisch.,اشتراک خودرو کاربردی است.,,
Starten Wir,A1,8,Unterwegs,,mieten,Verb,اجاره کردن,to rent,,mietete | gemietet,Ich miete ein Auto.,من ماشین اجاره می‌کنم.,ein Auto mieten,ماشین اجاره کردن
Starten Wir,A1,8,Unterwegs,,hinkommen,Verb,رسیدن,to get there,,kam hin | hingekommen,Ich komme hin.,من می‌رسم.,,
Starten Wir,A1,8,Unterwegs,,bequem,Adjective,راحت,comfortable,,,Das Sofa ist bequem.,مبل راحت است.,,
Starten Wir,A1,8,Unterwegs,,ideal,Adjective,ایده‌آل,ideal,,,Das ist ideal.,این ایده‌آل است.,,
Starten Wir,A1,8,Unterwegs,,zu Fuß,Phrase,پیاده,on foot,,,Ich gehe zu Fuß.,من پیاده می‌روم.,,
Starten Wir,A1,8,Unterwegs,🟢 das,Verkehrsmittel,Noun,وسیله نقلیه,means of transport,die Verkehrsmittel,,Welches Verkehrsmittel nimmst du?,کدام وسیله نقلیه را برمی‌داری؟,,
Starten Wir,A1,8,Unterwegs,🟢 das,Motorrad,Noun,موتور,motorcycle,die Motorräder,,Ich fahre Motorrad.,من موتور سواری می‌کنم.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Zug,Noun,قطار,train,die Züge,,Der Zug kommt.,قطار می‌آید.,den Zug nehmen,قطار گرفتن
Starten Wir,A1,8,Unterwegs,🔴 die,Ankunft,Noun,ورود,arrival,die Ankünfte,,Wann ist die Ankunft?,ورود کی است؟,,
Starten Wir,A1,8,Unterwegs,,warten,Verb,منتظر ماندن,to wait,,wartete | gewartet,Ich warte auf dich.,من منتظر تو هستم.,auf jemanden warten,منتظر کسی ماندن
Starten Wir,A1,8,Unterwegs,🟢 das,Gleis,Noun,سکو,platform/track,die Gleise,,Der Zug fährt von Gleis 3 ab.,قطار از سکو ۳ حرکت می‌کند.,,
Starten Wir,A1,8,Unterwegs,🔴 die,Abfahrt,Noun,خروج,departure,die Abfahrten,,Wann ist die Abfahrt?,خروج کی است؟,,
Starten Wir,A1,8,Unterwegs,🔴 die,Straßenbahn,Noun,تراموا,tram,die Straßenbahnen,,Die Straßenbahn ist langsam.,تراموا آهسته است.,,
Starten Wir,A1,8,Unterwegs,🟢 das,Elektroauto,Noun,ماشین برقی,electric car,die Elektroautos,,Das Elektroauto ist leise.,ماشین برقی بی‌صدا است.,,
Starten Wir,A1,8,Unterwegs,,fliegen,Verb,پرواز کردن,to fly,,flog | geflogen,Ich fliege nach Berlin.,من به برلین پرواز می‌کنم.,nach ... fliegen,به ... پرواز کردن
Starten Wir,A1,8,Unterwegs,🟢 das,Flugzeug,Noun,هواپیما,airplane,die Flugzeuge,,Das Flugzeug ist groß.,هواپیما بزرگ است.,mit dem Flugzeug fliegen,با هواپیما پرواز کردن
Starten Wir,A1,8,Unterwegs,🟢 das,TukTuk,Noun,توک‌توک,tuk-tuk,die TukTuks,,Ich fahre mit dem TukTuk.,من با توک‌توک می‌روم.,,
Starten Wir,A1,8,Unterwegs,,fit,Adjective,آماده,fit,,,Ich bin fit.,من آماده‌ام.,,
Starten Wir,A1,8,Unterwegs,,bleiben,Verb,ماندن,to stay,,blieb | geblieben,Ich bleibe hier.,من اینجا می‌مانم.,zu Hause bleiben,در خانه ماندن
Starten Wir,A1,8,Unterwegs,,sehen,Verb,دیدن,to see,,sah | gesehen,Ich sehe dich.,من تو را می‌بینم.,einen Film sehen,فیلم دیدن
Starten Wir,A1,8,Unterwegs,🔴 die,Hexe,Noun,جادوگر,witch,die Hexen,,Die Hexe fliegt.,جادوگر پرواز می‌کند.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Vampir,Noun,خون‌آشام,vampire,die Vampire,,Der Vampir mag die Nacht.,خون‌آشام شب را دوست دارد.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Weg,Noun,راه,way/path,die Wege,,Der Weg ist kurz.,راه کوتاه است.,auf dem Weg sein,در راه بودن
Starten Wir,A1,8,Unterwegs,,geradeaus,Adverb,مستقیم,straight ahead,,,Gehe geradeaus.,مستقیم برو.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Marktplatz,Noun,میدان بازار,market square,die Marktplätze,,Ich gehe zum Marktplatz.,من به میدان بازار می‌روم.,auf dem Marktplatz,در میدان بازار
Starten Wir,A1,8,Unterwegs,🔴 die,Hauptstraße,Noun,خیابان اصلی,main street,die Hauptstraßen,,Die Hauptstraße ist breit.,خیابان اصلی پهن است.,,
Starten Wir,A1,8,Unterwegs,🔴 die,Gasse,Noun,کوچه,alley,die Gassen,,Die Gasse ist eng.,کوچه تنگ است.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Taxistand,Noun,ایستگاه تاکسی,taxi stand,die Taxistände,,Ich warte am Taxistand.,من در ایستگاه تاکسی منتظرم.,,
Starten Wir,A1,8,Unterwegs,🔴 die,Bushaltestelle,Noun,ایستگاه اتوبوس,bus stop,die Bushaltestellen,,Ich steige an der Bushaltestelle aus.,من در ایستگاه اتوبوس پیاده می‌شوم.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Treffpunkt,Noun,محل قرار,meeting point,die Treffpunkte,,Der Treffpunkt ist das Café.,محل قرار کافه است.,,
Starten Wir,A1,8,Unterwegs,🟢 das,Rathaus,Noun,شهرداری,town hall,die Rathäuser,,Ich gehe zum Rathaus.,من به شهرداری می‌روم.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Supermarkt,Noun,سوپرمارکت,supermarket,die Supermärkte,,Ich kaufe im Supermarkt ein.,من از سوپرمارکت خرید می‌کنم.,im Supermarkt einkaufen,از سوپرمارکت خرید کردن
Starten Wir,A1,8,Unterwegs,🔴 die,Bustour,Noun,تور اتوبوس,bus tour,die Bustouren,,Ich mache eine Bustour.,من تور اتوبوس می‌روم.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Stadtrundgang,Noun,تور شهری,city tour,die Stadtrundgänge,,Der Stadtrundgang dauert zwei Stunden.,تور شهری دو ساعت طول می‌کشد.,,
Starten Wir,A1,8,Unterwegs,🔴 die,Sehenswürdigkeit,Noun,جاذبه گردشگری,sight,die Sehenswürdigkeiten,,Das ist eine Sehenswürdigkeit.,این یک جاذبه گردشگری است.,eine Sehenswürdigkeit besuchen,از جاذبه دیدن کردن
Starten Wir,A1,8,Unterwegs,,berühmt,Adjective,مشهور,famous,,,Die Stadt ist berühmt.,شهر مشهور است.,,
Starten Wir,A1,8,Unterwegs,🔴 die,Million,Noun,میلیون,million,die Millionen,,Eine Million Euro.,یک میلیون یورو.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Einwohner,Noun,ساکن,inhabitant,die Einwohner,,Die Stadt hat viele Einwohner.,شهر ساکنان زیادی دارد.,,
Starten Wir,A1,8,Unterwegs,🔵 der,Tourist,Noun,گردشگر,tourist,die Touristen,,Der Tourist fotografiert.,گردشگر عکس می‌گیرد.,als Tourist reisen,به‌عنوان گردشگر سفر کردن
Starten Wir,A1,8,Unterwegs,🔴 die,Touristin,Noun,گردشگر (زن),tourist (female),die Touristinnen,,Die Touristin kommt.,گردشگر زن می‌آید.,,
Starten Wir,A1,8,Unterwegs,,einfach,Adjective,ساده,simple,,,Das ist einfach.,این ساده است.,,
Starten Wir,A1,8,Unterwegs,,wunderschön,Adjective,بسیار زیبا,gorgeous,,,Das ist wunderschön.,این بسیار زیبا است.,,
Starten Wir,A1,8,Unterwegs,,Naja.,Interjection,خب...,well,,,"Naja, vielleicht.",شاید، خب,,
Starten Wir,A1,8,Unterwegs,,Gute Idee.,Phrase,ایده خوب,good idea,,,Gute Idee!,ایده خوب!,,
Starten Wir,A1,8,Unterwegs,,"Ja, gerne.",Phrase,بله حتماً,"yes, gladly",,,"Ja, gerne.",بله حتماً.,,
Starten Wir,A1,8,Unterwegs,,"Nein, das finde ich nicht gut.",Phrase,نه خوب نیست,"""no, I don' t think it' s good""",,,"Nein, das finde ich nicht gut.",نه این به نظرم خوب نیست.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Flohmarkt,Noun,بازار دست‌دوم,flea market,die Flohmärkte,,Ich gehe zum Flohmarkt.,من به بازار دست‌دوم می‌روم.,auf den Flohmarkt gehen,به بازار دست‌دوم رفتن
Starten Wir,A1,9,Unter Freunden,🔵 der,Markt,Noun,بازار,market,die Märkte,,Ich kaufe am Markt.,من از بازار خرید می‌کنم.,auf dem Markt einkaufen,از بازار خرید کردن
Starten Wir,A1,9,Unter Freunden,🔵 der,Besucher,Noun,بازدیدکننده,visitor,die Besucher,,Der Besucher kommt.,بازدیدکننده می‌آید.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Musikinstrument,Noun,ساز,musical instrument,die Musikinstrumente,,Ich spiele ein Musikinstrument.,من ساز می‌نوازم.,ein Musikinstrument spielen,ساز نواختن
Starten Wir,A1,9,Unter Freunden,🔴 die,Handtasche,Noun,کیف دستی,handbag,die Handtaschen,,Die Handtasche ist rot.,کیف دستی قرمز است.,eine Handtasche tragen,کیف دستی حمل کردن
Starten Wir,A1,9,Unter Freunden,🔴 die,Tasche,Noun,کیف,bag,die Taschen,,Ich habe eine Tasche.,من یک کیف دارم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Schuh,Noun,کفش,shoe,die Schuhe,,Der Schuh ist neu.,کفش جدید است.,Schuhe anziehen,کفش پوشیدن
Starten Wir,A1,9,Unter Freunden,🔴 die,Geldbörse,Noun,کیف پول,wallet,die Geldbörsen,,Ich habe kein Geld in der Geldbörse.,من در کیف پول پول ندارم.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Geld,Noun,پول,money,-,,Ich brauche Geld.,من پول نیاز دارم.,Geld sparen,پول پس‌انداز کردن
Starten Wir,A1,9,Unter Freunden,🔴 die,Börse,Noun,بورس/کیسه,purse/exchange,die Börsen,,Die Börse ist leer.,بورس/کیسه خالی است.,,
Starten Wir,A1,9,Unter Freunden,🔴 die,Hand,Noun,دست,hand,die Hände,,Die Hand ist warm.,دست گرم است.,die Hand geben,دست دادن
Starten Wir,A1,9,Unter Freunden,🔵 der,Fuß,Noun,پا,foot,die Füße,,Der Fuß ist verletzt.,پا مجروح است.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Winter,Noun,زمستان,winter,die Winter,,Im Winter ist es kalt.,در زمستان سرد است.,im Winter,در زمستان
Starten Wir,A1,9,Unter Freunden,,bekommen,Verb,گرفتن,to receive/get,,bekam | bekommen,Ich bekomme ein Geschenk.,من هدیه می‌گیرم.,ein Geschenk bekommen,هدیه گرفتن
Starten Wir,A1,9,Unter Freunden,,bald,Adverb,به زودی,soon,,,Ich komme bald.,من به زودی می‌آیم.,,
Starten Wir,A1,9,Unter Freunden,,wieder,Adverb,دوباره,again,,,Ich lerne wieder Deutsch.,من دوباره آلمانی می‌خوانم.,,
Starten Wir,A1,9,Unter Freunden,,vielleicht,Adverb,شاید,maybe,,,Ich komme vielleicht.,من شاید بیایم.,,
Starten Wir,A1,9,Unter Freunden,,alle,Pronoun,همه,all/everyone,,,Alle sind hier.,همه اینجا هستند.,,
Starten Wir,A1,9,Unter Freunden,,viele,Adjective,زیاد,many,,,Ich habe viele Bücher.,من کتاب‌های زیادی دارم.,,
Starten Wir,A1,9,Unter Freunden,,wenige,Adjective,کم,few,,,Wenige Leute wissen das.,افراد کمی این را می‌دانند.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Stern,Noun,ستاره,star,die Sterne,,Der Stern leuchtet.,ستاره می‌درخشد.,,
Starten Wir,A1,9,Unter Freunden,,jobben,Verb,کار پاره‌وقت,to work part-time,,jobte | gejobbt,Ich jobbe am Wochenende.,من آخر هفته کار پاره‌وقت می‌کنم.,,
Starten Wir,A1,9,Unter Freunden,,genau,Adjective,دقیق,exact/exactly,,,Genau richtig.,کاملاً درست.,,
Starten Wir,A1,9,Unter Freunden,,denn,Conjunction,زیرا,because/well,,,Warum denn?,چرا؟,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Buch,Noun,کتاب,book,die Bücher,,Das Buch ist spannend.,کتاب هیجان‌انگیز است.,ein Buch lesen,کتاب خواندن
Starten Wir,A1,9,Unter Freunden,🟢 das,Comicheft,Noun,مجله کمیک,comic book,die Comichefte,,Ich lese ein Comicheft.,من مجله کمیک می‌خوانم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Comic,Noun,کمیک,comic,die Comics,,Der Comic ist lustig.,کمیک خنده‌دار است.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Heft,Noun,دفترچه,notebook,die Hefte,,Ich schreibe ins Heft.,من در دفترچه می‌نویسم.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Glas,Noun,لیوان,glass,die Gläser,,Das Glas ist voll.,لیوان پر است.,ein Glas Wasser,یک لیوان آب
Starten Wir,A1,9,Unter Freunden,🔵 der,Ball,Noun,توپ,ball,die Bälle,,Ich spiele Ball.,من توپ بازی می‌کنم.,Ball spielen,توپ بازی کردن
Starten Wir,A1,9,Unter Freunden,🔴 die,Winterjacke,Noun,کاپشن زمستانی,winter jacket,die Winterjacken,,Die Winterjacke ist warm.,کاپشن زمستانی گرم است.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Fotoapparat,Noun,دوربین,camera,die Fotoapparate,,Ich habe einen Fotoapparat.,من دوربین دارم.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Foto,Noun,عکس,photo,die Fotos,,Das Foto ist schön.,عکس زیبا است.,ein Foto machen,عکس گرفتن
Starten Wir,A1,9,Unter Freunden,🔵 der,Apparat,Noun,دستگاه,device,die Apparate,,Der Apparat funktioniert.,دستگاه کار می‌کند.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Online-Shop,Noun,فروشگاه آنلاین,online shop,die Online-Shops,,Ich kaufe im Online-Shop.,من از فروشگاه آنلاین خرید می‌کنم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Kontakt,Noun,تماس,contact,die Kontakte,,Ich habe Kontakt zu Freunden.,من با دوستان تماس دارم.,Kontakt zu jemandem haben,با کسی تماس داشتن
Starten Wir,A1,9,Unter Freunden,🟢 das,soziales Netzwerk,Noun,شبکه اجتماعی,social network,die sozialen Netzwerke,,Ich nutze ein soziales Netzwerk.,من از شبکه اجتماعی استفاده می‌کنم.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Baby,Noun,نوزاد,baby,die Babys,,Das Baby schläft.,نوزاد خواب است.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Marketing,Noun,بازاریابی,marketing,-,,Ich studiere Marketing.,من بازاریابی می‌خوانم.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Mitglied,Noun,عضو,member,die Mitglieder,,Ich bin Mitglied im Verein.,من عضو باشگاه هستم.,Mitglied in einem Verein sein,عضو باشگاهی بودن
Starten Wir,A1,9,Unter Freunden,,Echt?,Interjection,واقعاً؟,really?,,,Echt? Das ist toll!,واقعاً؟ این عالیه!,,
Starten Wir,A1,9,Unter Freunden,,Wahnsinn!,Interjection,دیوانگی!,madness/wow!,,,Wahnsinn! Das ist super!,دیوانگی! این عالیه!,,
Starten Wir,A1,9,Unter Freunden,,Cool!,Interjection,باحال!,cool!,,,Cool! Ich komme.,باحال! من می‌آیم.,,
Starten Wir,A1,9,Unter Freunden,,Wirklich?,Interjection,واقعاً؟,really?,,,Wirklich? Ich glaube es nicht.,واقعاً؟ من باور نمی‌کنم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Durst,Noun,تشنگی,thirst,-,,Ich habe Durst.,من تشنه هستم.,Durst haben,تشنه بودن
Starten Wir,A1,9,Unter Freunden,🔵 der,Hunger,Noun,گرسنگی,hunger,-,,Ich habe Hunger.,من گرسنه هستم.,Hunger haben,گرسنه بودن
Starten Wir,A1,9,Unter Freunden,,geöffnet,Adjective,باز,open,,,Der Laden ist geöffnet.,فروشگاه باز است.,,
Starten Wir,A1,9,Unter Freunden,,mögen,Verb,دوست داشتن,to like,,mochte | gemocht,Ich mag Kaffee.,من قهوه دوست دارم.,etwas mögen,چیزی دوست داشتن
Starten Wir,A1,9,Unter Freunden,🔴 die,Kaffeemaschine,Noun,قهوه‌ساز,coffee machine,die Kaffeemaschinen,,Die Kaffeemaschine ist laut.,قهوه‌ساز بلند است.,,
Starten Wir,A1,9,Unter Freunden,🔴 die,Maschine,Noun,ماشین,machine,die Maschinen,,Die Maschine ist neu.,ماشین جدید است.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Kellner,Noun,گارسون (مرد),waiter,die Kellner,,Der Kellner bringt Wasser.,گارسون آب می‌آورد.,,
Starten Wir,A1,9,Unter Freunden,🔴 die,Kellnerin,Noun,گارسون (زن),waitress,die Kellnerinnen,,Die Kellnerin ist freundlich.,گارسون زن مهربان است.,,
Starten Wir,A1,9,Unter Freunden,🔴 die,Nachspeise,Noun,دسر,dessert,die Nachspeisen,,Ich esse eine Nachspeise.,من دسر می‌خورم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Espresso,Noun,اسپرسو,espresso,die Espressi,,Ich trinke einen Espresso.,من اسپرسو می‌نوشم.,,
Starten Wir,A1,9,Unter Freunden,,zahlen,Verb,پرداخت کردن,to pay,,zahlte | gezahlt,Ich zahle bar.,من نقدی پرداخت می‌کنم.,bar zahlen,نقدی پرداخت کردن
Starten Wir,A1,9,Unter Freunden,🔴 die,Wirtschaft,Noun,اقتصاد,economy,die Wirtschaften,,Die Wirtschaft ist stark.,اقتصاد قوی است.,,
Starten Wir,A1,9,Unter Freunden,🟢 das,Ausland,Noun,خارج,abroad,-,,Ich reise ins Ausland.,من به خارج سفر می‌کنم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Angestellte,Noun,کارمند,employee,die Angestellten,,Der Angestellte arbeitet.,کارمند کار می‌کند.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Flüchtling,Noun,پناهجو,refugee,die Flüchtlinge,,Der Flüchtling kommt.,پناهجو می‌آید.,,
Starten Wir,A1,9,Unter Freunden,,helfen,Verb,کمک کردن,to help,,half | geholfen,Ich helfe dir.,من به تو کمک می‌کنم.,jemandem helfen,به کسی کمک کردن
Starten Wir,A1,9,Unter Freunden,,wollen,Verb,خواستن,to want,,wollte | gewollt,Ich will lernen.,من می‌خواهم درس بخوانم.,etwas tun wollen,خواستن کاری کردن
Starten Wir,A1,9,Unter Freunden,,unternehmen,Verb,انجام دادن,to undertake/do,,unternahm | unternommen,Ich unternehme etwas.,من کاری انجام می‌دهم.,,
Starten Wir,A1,9,Unter Freunden,🔵 der,Ausflug,Noun,گردش,trip/excursion,die Ausflüge,,Ich mache einen Ausflug.,من گردش می‌روم.,einen Ausflug machen,گردش رفتن
Starten Wir,A1,10,Ich war noch nie,🔵 der,Urlaub,Noun,تعطیلات,vacation,die Urlaube,,Ich habe Urlaub.,من تعطیلات دارم.,Urlaub machen,تعطیلات رفتن
Starten Wir,A1,10,Ich war noch nie,🔵 der,Campingurlaub,Noun,تعطیلات کمپینگ,camping vacation,die Campingurlaube,,Der Campingurlaub ist schön.,تعطیلات کمپینگ زیبا است.,,
Starten Wir,A1,10,Ich war noch nie,🔴 die,Wanderung,Noun,پیاده‌روی,hike,die Wanderungen,,Ich mache eine Wanderung.,من پیاده‌روی می‌کنم.,eine Wanderung machen,پیاده‌روی کردن
Starten Wir,A1,10,Ich war noch nie,🔵 der,Berg,Noun,کوه,mountain,die Berge,,Der Berg ist hoch.,کوه بلند است.,auf den Berg steigen,به کوه بالا رفتن
Starten Wir,A1,10,Ich war noch nie,🔴 die,Insel,Noun,جزیره,island,die Inseln,,Die Insel ist schön.,جزیره زیبا است.,auf einer Insel,در جزیره
Starten Wir,A1,10,Ich war noch nie,🔵 der,Strand,Noun,ساحل,beach,die Strände,,Ich gehe zum Strand.,من به ساحل می‌روم.,am Strand liegen,در ساحل دراز کشیدن
Starten Wir,A1,10,Ich war noch nie,🔵 der,See,Noun,دریاچه,lake,die Seen,,Der See ist blau.,دریاچه آبی است.,am See,کنار دریاچه
Starten Wir,A1,10,Ich war noch nie,🔵 der,Wald,Noun,جنگل,forest,die Wälder,,Ich gehe in den Wald.,من به جنگل می‌روم.,im Wald wandern,در جنگل پیاده‌روی کردن
Starten Wir,A1,10,Ich war noch nie,🟢 das,Meer,Noun,دریا,sea,die Meere,,Das Meer ist tief.,دریا عمیق است.,am Meer,کنار دریا
Starten Wir,A1,10,Ich war noch nie,🔴 die,Nordsee,Noun,دریای شمال,North Sea,-,,Ich fahre zur Nordsee.,من به دریای شمال می‌روم.,,
Starten Wir,A1,10,Ich war noch nie,🔵 der,Urlaubsort,Noun,محل تعطیلات,vacation spot,die Urlaubsorte,,Der Urlaubsort ist ruhig.,محل تعطیلات آرام است.,,
Starten Wir,A1,10,Ich war noch nie,🔵 der,Lieblingsort,Noun,جای مورد علاقه,favorite place,die Lieblingsorte,,Das ist mein Lieblingsort.,این جای مورد علاقه من است.,,
Starten Wir,A1,10,Ich war noch nie,🟢 das,Museum,Noun,موزه,museum,die Museen,,Ich besuche das Museum.,من از موزه دیدن می‌کنم.,ein Museum besuchen,از موزه دیدن کردن
Starten Wir,A1,10,Ich war noch nie,,besichtigen,Verb,بازدید کردن,to visit/sightsee,,besichtigte | besichtigt,Ich besichtige das Schloss.,من از قلعه بازدید می‌کنم.,eine Stadt besichtigen,از شهری دیدن کردن
Starten Wir,A1,10,Ich war noch nie,,segeln,Verb,قایق‌رانی,to sail,,segelte | gesegelt,Ich segle gern.,من قایق‌رانی دوست دارم.,segeln gehen,قایق‌رانی رفتن
Starten Wir,A1,10,Ich war noch nie,,windsurfen,Verb,بادسواری,to windsurf,,windsurfte | gewindsurft,Ich windsurfe am Meer.,من در دریا بادسواری می‌کنم.,,
Starten Wir,A1,10,Ich war noch nie,,Ski fahren,Phrase,اسکی کردن,to ski,,fuhr Ski | Ski gefahren,Ich fahre Ski im Winter.,من در زمستان اسکی می‌کنم.,,
Starten Wir,A1,10,Ich war noch nie,🔵 der,Alltag,Noun,روزمره,daily life,-,,Der Alltag ist stressig.,روزمره پراسترس است.,,
Starten Wir,A1,10,Ich war noch nie,,jeden Tag,Phrase,هر روز,every day,,,Ich lerne jeden Tag.,من هر روز درس می‌خوانم.,,
Starten Wir,A1,10,Ich war noch nie,🔵 der,Typ,Noun,تیپ/شخص,guy/type,die Typen,,Der Typ ist cool.,آن شخص باحال است.,,
Starten Wir,A1,10,Ich war noch nie,,früh,Adverb,زود,early,,,Ich gehe früh schlafen.,من زود می‌خوابم.,,
